"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SI","2025-05-04","92.3","-1","6.46","Ohtani, Shohei",660271,693821,"strikeout","called_strike",,,,,3,"Shohei Ohtani called out on strikes.","R","L","R","ATL","LAD","S",2,,2,2,2025,"-1.32","0.56","0.49","3.08",,,,0,1,"Top",,,,,,,6.6320859994792185,-134.23786802872203,-3.9558265025634163,-17.397097886296528,31.366807458434575,-24.689068689600372,"3.45","1.7",,,,"91.5",2001,"6",778060,686948,621566,645277,663586,669397,657077,671739,642201,"54.46",,0,"0",1,0,0,,1,5,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",212,"0.022","-0.227",,,,"0.227",,0,0,"0.5","0.5",26,30,26,31,1,0,6,1,5,1,"2.13","1.32","-1.32","47.5",,,,,
"SL","2025-05-04","85.2","-0.66","6.54","Ohtani, Shohei",660271,693821,,"ball",,,,,14,"Shohei Ohtani called out on strikes.","R","L","R","ATL","LAD","B",,,1,2,2025,"0.17","0.21","1.78","0.37",,,,0,1,"Top",,,,,,,5.365885182547836,-123.91635726021349,-8.685832622216509,0.857374606168591,22.070684497839686,-28.559994162059017,"3.65","1.76",,,,"85.5",2511,"6.3",778060,686948,621566,645277,663586,669397,657077,671739,642201,"54.24",,,,,,,,1,4,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",33,"0","0.04",,,,"-0.04",,0,0,"0.5","0.5",26,30,26,31,1,0,6,1,5,1,"2.9","-0.17","0.17","57.5",,,,,
"SL","2025-05-04","85.7","-0.8","6.54","Ohtani, Shohei",660271,693821,,"swinging_strike",,,,,14,"Shohei Ohtani called out on strikes.","R","L","R","ATL","LAD","S",,,1,1,2025,"0.14","0","0.31","1.27",,,,0,1,"Top",,,,,,,2.3061027009128523,-124.67084570283393,-6.104292505838223,0.9691463515150499,26.949530923123895,-31.05442659432258,"3.5","1.62",,,,"84.9",2284,"6",778060,686948,621566,645277,663586,669397,657077,671739,642201,"54.53",,,,,,,,1,3,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",32,"0","-0.056","73.4","8.5",,"0.056",,0,0,"0.5","0.5",26,30,26,31,1,0,6,1,5,1,"3.12","-0.14","0.14","53.7",21.366535863614317,-13.486911426168389,42.39671095802937,36.364387203531095,38.47690093948775
"CH","2025-05-04","87.4","-1.18","6.4","Ohtani, Shohei",660271,693821,,"ball",,,,,13,"Shohei Ohtani called out on strikes.","R","L","R","ATL","LAD","B",,,0,1,2025,"-0.93","0.02","-0.92","2.23",,,,0,1,"Top",,,,,,,2.537741299506893,-127.24983360549967,-3.913542636856397,-10.66047994561028,26.907081698856587,-31.33255800013075,"3.59","1.7",,,,"86.7",2012,"5.9",778060,686948,621566,645277,663586,669397,657077,671739,642201,"54.62",,,,,,,,1,2,"Changeup",0,0,0,0,0,0,0,0,"Infield shade","Standard",228,"0","0.025",,,,"-0.025",,0,0,"0.5","0.5",26,30,26,31,1,0,6,1,5,1,"2.97","0.93","-0.93","46.5",,,,,
"SI","2025-05-04","92.7","-1.03","6.46","Ohtani, Shohei",660271,693821,,"called_strike",,,,,7,"Shohei Ohtani called out on strikes.","R","L","R","ATL","LAD","S",,,0,0,2025,"-1.15","0.56","-0.73","1.6",,,,0,1,"Top",,,,,,,3.241261660433118,-134.7855145100364,-7.760992684856786,-14.789498776350545,28.731723500413107,-23.896603486824855,"3.63","1.68",,,,"91.8",2033,"5.8",778060,686948,621566,645277,663586,669397,657077,671739,642201,"54.73",,,,,,,,1,1,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",218,"0","-0.037",,,,"0.037",,0,0,"0.5","0.5",26,30,26,31,1,0,6,1,5,1,"2.09","1.15","-1.15","46.6",,,,,
"FC","2025-05-03","95.3","-2.08","5.49","Ohtani, Shohei",660271,680885,"single","hit_into_play",,,,,8,"Shohei Ohtani singles on a ground ball to center fielder Michael Harris II.","R","L","R","ATL","LAD","X",8,"ground_ball",2,1,2025,"-0.14","0.86","0.03","2.2",,,,2,4,"Top",141.4,89.47,,,,,5.921783884357279,-138.6875279621457,-5.054017296548286,-3.0775581886877155,27.973465796766668,-20.114472032709763,"3.52","1.63",102,"110",4,"96.8",2257,"6.9",778076,669221,621566,645277,663586,669397,657077,671739,642201,"53.59",0.64,0.578,"0.9",1,1,0,4,33,4,"Cutter",1,3,3,1,3,1,3,1,"Infield shade","Standard",206,"-0.01","0.286","77.9","7.9",0.699,"-0.286","110.0",-2,2,"0.291","0.709",25,30,25,31,3,2,6,1,5,1,"1.63","0.14","-0.14","31.7",9.503452830188625,8.470367864317772,36.9227349487329,38.97404339113512,20.938063990475996
"FS","2025-05-03","84.3","-2.08","5.32","Ohtani, Shohei",660271,680885,,"ball",,,,,14,"Shohei Ohtani singles on a ground ball to center fielder Michael Harris II.","R","L","R","ATL","LAD","B",,,1,1,2025,"-0.65","0.16","0.27","1.31",,,,2,4,"Top",,,,,,,6.843887184359729,-122.54793681259785,-3.281138394885216,-7.847459722452792,23.626073711185743,-30.16298138832343,"3.52","1.6",,,,"85.6",1422,"7.1",778076,669221,621566,645277,663586,669397,657077,671739,642201,"53.4",,,,,,,,33,3,"Split-Finger",1,3,3,1,3,1,3,1,"Infield shade","Standard",249,"0","0.058",,,,"-0.058",,-2,2,"0.291","0.709",25,30,25,31,3,2,6,1,5,1,"3.05","0.65","-0.65","35.2",,,,,
"FS","2025-05-03","84.4","-2.18","5.33","Ohtani, Shohei",660271,680885,,"ball",,,,,13,"Shohei Ohtani singles on a ground ball to center fielder Michael Harris II.","R","L","R","ATL","LAD","B",,,0,1,2025,"-0.69","0.32","-1.11","1.4",,,,2,4,"Top",,,,,,,3.924439375772786,-122.88550509888697,-3.5151414292280743,-7.726329812358418,23.03230479802658,-28.45514890932843,"3.52","1.69",,,,"85.9",1126,"7.1",778076,669221,621566,645277,663586,669397,657077,671739,642201,"53.39",,,,,,,,33,2,"Split-Finger",1,3,3,1,3,1,3,1,"Infield shade","Standard",250,"0","0.029",,,,"-0.029",,-2,2,"0.291","0.709",25,30,25,31,3,2,6,1,5,1,"2.86","0.69","-0.69","32.4",,,,,
"FC","2025-05-03","93.6","-2.14","5.64","Ohtani, Shohei",660271,680885,,"called_strike",,,,,2,"Shohei Ohtani singles on a ground ball to center fielder Michael Harris II.","R","L","R","ATL","LAD","S",,,0,0,2025,"0.1","0.69","0.11","3.53",,,,2,4,"Top",,,,,,,5.635239596523696,-136.32376609668313,-1.3182702846063683,0.2283449795603402,26.403332204692454,-23.400514054285765,"3.52","1.57",,,,"95",2282,"6.8",778076,669221,621566,645277,663586,669397,657077,671739,642201,"53.69",,,,,,,,33,1,"Cutter",1,3,3,1,3,1,3,1,"Infield shade","Standard",197,"0","-0.041",,,,"0.041",,-2,2,"0.291","0.709",25,30,25,31,3,2,6,1,5,1,"1.88","-0.1","0.1","36.0",,,,,
"CU","2025-05-03","79","-2.2","5.4","Ohtani, Shohei",660271,680885,"home_run","hit_into_play",,,,,8,"Shohei Ohtani homers (8) on a fly ball to center field.","R","L","R","ATL","LAD","X",,"fly_ball",0,0,2025,"0.9","-0.87","-0.03","2.18",,,,0,3,"Top",108.59,32.17,,,,,3.0683607075218005,-114.97857743893417,1.4638784593846361,7.413351714312786,21.773527987570855,-40.39192266067237,"3.52","1.63",415,"107.3",35,"79.8",2309,"6.9",778076,669221,621566,645277,663586,669397,657077,671739,642201,"53.62",0.829,1.694,"2",1,0,3,6,20,1,"Curveball",1,1,1,1,2,1,2,1,"Infield shade","Standard",41,"-0.117","1.114","76.2","7.8",3.303,"-1.114","107.3",0,0,"0.5","0.5",25,30,25,31,2,1,6,1,5,1,"4.53","-0.9","0.9","36.4",14.60442410475476,3.928224359127601,40.28873754416178,40.25196925838383,27.64862123510759
"SI","2025-05-03","91.5","1.94","5.15","Ohtani, Shohei",660271,607481,"strikeout","called_strike",,,,,2,"Shohei Ohtani called out on strikes.","R","L","L","ATL","LAD","S",2,,2,2,2025,"1.27","0","-0.19","3.24",,,,0,6,"Top",,,,,,,-8.116727488327673,-133.12762618553919,1.034023649555681,16.827024215637383,26.023396044158105,-32.61935712336061,"3.52","1.7",,,,"91.9",2202,"6.3",778076,669221,621566,645277,663586,669397,657077,671739,642201,"54.17",,0,"0",1,0,0,,52,5,"Sinker",3,7,7,3,7,3,7,3,"Infield shade","Standard",120,"0.007","-0.227",,,,"0.227",,-4,4,"0.074","0.926",31,30,32,31,1,3,6,1,4,1,"2.71","1.27","1.27","6.0",,,,,
"SI","2025-05-03","92.1","2.08","5.11","Ohtani, Shohei",660271,607481,,"called_strike",,,,,8,"Shohei Ohtani called out on strikes.","R","L","L","ATL","LAD","S",,,2,1,2025,"1.4","-0.01","-0.14","1.81",,,,0,6,"Top",,,,,,,-8.684783056058263,-133.8639825306864,-2.527790429472552,18.680184546174893,28.801428872081946,-31.89338370263081,"3.68","1.68",,,,"92.1",2115,"6.4",778076,669221,621566,645277,663586,669397,657077,671739,642201,"54.13",,,,,,,,52,4,"Sinker",3,7,7,3,7,3,7,3,"Infield shade","Standard",113,"0","-0.069",,,,"0.069",,-4,4,"0.074","0.926",31,30,32,31,1,3,6,1,4,1,"2.7","1.4","1.4","10.0",,,,,
"SI","2025-05-03","91.4","2.07","5.13","Ohtani, Shohei",660271,607481,,"called_strike",,,,,6,"Shohei Ohtani called out on strikes.","R","L","L","ATL","LAD","S",,,2,0,2025,"1.32","0.08","0.28","2.98",,,,0,6,"Top",,,,,,,-7.36546020389136,-132.87377087178245,0.3296572569106574,17.25055779044772,28.21641032775284,-31.575085258544622,"3.81","1.61",,,,"91.5",2259,"6.4",778076,669221,621566,645277,663586,669397,657077,671739,642201,"54.13",,,,,,,,52,3,"Sinker",3,7,7,3,7,3,7,3,"Infield shade","Standard",122,"0","-0.065",,,,"0.065",,-4,4,"0.074","0.926",31,30,32,31,1,3,6,1,4,1,"2.66","1.32","1.32","5.4",,,,,
"SI","2025-05-03","90.7","2.21","5.06","Ohtani, Shohei",660271,607481,,"ball",,,,,7,"Shohei Ohtani called out on strikes.","R","L","L","ATL","LAD","B",,,1,0,2025,"1.33","0.17","-0.44","1.66",,,,0,6,"Top",,,,,,,-9.47768290922577,-131.7637685864646,-2.9317813291227326,17.455756701937663,27.547389246662842,-29.743080805136024,"3.59","1.73",,,,"90.9",2197,"6.5",778076,669221,621566,645277,663586,669397,657077,671739,642201,"54.04",,,,,,,,52,2,"Sinker",3,7,7,3,7,3,7,3,"Infield shade","Standard",138,"0","0.069",,,,"-0.069",,-4,4,"0.074","0.926",31,30,32,31,1,3,6,1,4,1,"2.6","1.33","1.33","2.6",,,,,
"SI","2025-05-03","90.7","2.26","5.16","Ohtani, Shohei",660271,607481,,"ball",,,,,14,"Shohei Ohtani called out on strikes.","R","L","L","ATL","LAD","B",,,0,0,2025,"1.36","-0.15","1.37","2.61",,,,0,6,"Top",,,,,,,-5.148438395295433,-132.08586211435667,-0.14080546724150078,17.0750945685274,27.628920611864093,-34.13362403825597,"3.79","1.69",,,,"90.8",2081,"6.3",778076,669221,621566,645277,663586,669397,657077,671739,642201,"54.23",,,,,,,,52,1,"Sinker",3,7,7,3,7,3,7,3,"Infield shade","Standard",119,"0","0.038",,,,"-0.038",,-4,4,"0.074","0.926",31,30,32,31,1,3,6,1,4,1,"2.91","1.36","1.36","7.4",,,,,
"SL","2025-05-03","84.3","-2.21","6.09","Ohtani, Shohei",660271,656240,"walk","blocked_ball",,,,,13,"Shohei Ohtani walks.","R","L","R","ATL","LAD","B",,,3,1,2025,"0.28","-0.19","-0.48","0.78",,,,1,8,"Top",,,,,,,3.520656156116662,-122.70416615146284,-5.653517321787038,2.0838534931594688,24.54448893151944,-33.19075620484855,"3.57","1.73",,,,"85.5",2156,"7.1",778076,669221,621566,645277,663586,669397,657077,671739,642201,"53.43",,0.694262,"0.7",1,0,0,,68,5,"Slider",3,7,7,3,7,3,7,3,"Infield shade","Standard",76,"-0.003","0.256",,,,"-0.256",,-4,4,"0.035","0.965",29,30,29,31,1,4,4,1,5,1,"3.4","-0.28","0.28","41.6",,,,,
"SL","2025-05-03","84","-2.26","6.22","Ohtani, Shohei",660271,656240,,"ball",,,,,14,"Shohei Ohtani walks.","R","L","R","ATL","LAD","B",,,2,1,2025,"0.24","-0.23","0.92","1.13",,,,1,8,"Top",,,,,,,6.976168074834499,-122.09804582285643,-4.949557114489554,1.0146655166410885,24.628349947956455,-33.658439235819266,"3.6","1.73",,,,"84.8",2176,"7",778076,669221,621566,645277,663586,669397,657077,671739,642201,"53.54",,,,,,,,68,4,"Slider",3,7,7,3,7,3,7,3,"Infield shade","Standard",69,"0","0.122",,,,"-0.122",,-4,4,"0.035","0.965",29,30,29,31,1,4,4,1,5,1,"3.47","-0.24","0.24","42.7",,,,,
"FS","2025-05-03","84.5","-2.17","6.15","Ohtani, Shohei",660271,656240,,"ball",,,,,13,"Shohei Ohtani walks.","R","L","R","ATL","LAD","B",,,1,1,2025,"-0.4","0.02","-1.48","1.54",,,,1,8,"Top",,,,,,,2.4177095345162583,-123.16992206797048,-4.5304787259769945,-4.504863558274173,22.608535682399,-31.3212771219226,"3.53","1.66",,,,"86",998,"7",778076,669221,621566,645277,663586,669397,657077,671739,642201,"53.53",,,,,,,,68,3,"Split-Finger",3,7,7,3,7,3,7,3,"Infield shade","Standard",242,"0","0.059",,,,"-0.059",,-4,4,"0.035","0.965",29,30,29,31,1,4,4,1,5,1,"3.14","0.4","-0.4","39.8",,,,,
"FS","2025-05-03","85.7","-2.25","6.12","Ohtani, Shohei",660271,656240,,"ball",,,,,13,"Shohei Ohtani walks.","R","L","R","ATL","LAD","B",,,0,1,2025,"-0.57","-0.22","-1.9","1.89",,,,1,8,"Top",,,,,,,1.981426306609255,-124.87817069746019,-3.3269944591532385,-6.338919525893802,25.5805107344567,-34.00001731253621,"3.66","1.69",,,,"86.7",1117,"6.9",778076,669221,621566,645277,663586,669397,657077,671739,642201,"53.62",,,,,,,,68,2,"Split-Finger",3,7,7,3,7,3,7,3,"Infield shade","Standard",237,"0","0.024",,,,"-0.024",,-4,4,"0.035","0.965",29,30,29,31,1,4,4,1,5,1,"3.32","0.57","-0.57","42.9",,,,,
"FF","2025-05-03","98.6","-2.1","5.63","Ohtani, Shohei",660271,680885,"single","hit_into_play",,,,,5,"Shohei Ohtani singles on a line drive to center fielder Michael Harris II.","R","L","R","ATL","LAD","X",8,"line_drive",1,2,2025,"-0.53","1.36","0.17","2.55",,,,0,1,"Top",138.45,64.78,,,,,7.48528790099766,-143.3675569777894,-6.12562655964265,-9.074394912320262,33.784957207465496,-12.164430127061825,"3.52","1.63",267,"99.6",13,"99.4",2385,"6.8",778076,669221,621566,645277,663586,669397,657077,671739,642201,"53.7",0.917,0.886,"0.9",1,1,0,4,1,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",217,"-0.036","0.516","77.6","7.8",1.13,"-0.516","99.6",0,0,"0.5","0.5",25,30,25,31,1,0,6,1,5,1,"0.99","0.53","-0.53","34.2",8.064410684228834,3.4859468418738198,34.7911229086575,38.30150907125767,21.450400518147273
"FS","2025-05-03","84.8","-2.13","6.16","Ohtani, Shohei",660271,656240,,"called_strike",,,,,13,"Shohei Ohtani walks.","R","L","R","ATL","LAD","S",,,0,0,2025,"-0.72","0.16","-0.86","1.72",,,,1,8,"Top",,,,,,,4.462083131268765,-123.45243725405406,-4.413267893523176,-8.29098195006139,24.646494845594898,-29.821402636715252,"3.51","1.7",,,,"85.6",897,"6.8",778076,669221,621566,645277,663586,669397,657077,671739,642201,"53.69",,,,,,,,68,1,"Split-Finger",3,7,7,3,7,3,7,3,"Infield shade","Standard",243,"0","-0.037",,,,"0.037",,-4,4,"0.035","0.965",29,30,29,31,1,4,4,1,5,1,"3","0.72","-0.72","40.6",,,,,
"CU","2025-05-03","83.8","-2.18","5.26","Ohtani, Shohei",660271,680885,,"ball",,,,,14,"Shohei Ohtani singles on a line drive to center fielder Michael Harris II.","R","L","R","ATL","LAD","B",,,0,2,2025,"0.83","-0.61","0.57","-0.2",,,,0,1,"Top",,,,,,,4.764551664899795,-121.8351693808667,-4.968499491560429,7.1817982639794415,25.81285475472375,-37.39922858651589,"3.52","1.66",,,,"84.4",2289,"6.9",778076,669221,621566,645277,663586,669397,657077,671739,642201,"53.61",,,,,,,,1,5,"Curveball",0,0,0,0,0,0,0,0,"Infield shade","Standard",44,"0","0.023",,,,"-0.023",,0,0,"0.5","0.5",25,30,25,31,1,0,6,1,5,1,"3.88","-0.83","0.83","35.5",,,,,
"FS","2025-05-03","84.6","-2.2","5.32","Ohtani, Shohei",660271,680885,,"foul",,,,,4,"Shohei Ohtani singles on a line drive to center fielder Michael Harris II.","R","L","R","ATL","LAD","S",,,0,2,2025,"-0.37","-0.23","-0.81","2.59",,,,0,1,"Top",,,,,,,4.053800437303549,-123.2420227004756,0.42624283262043505,-4.601170515739789,23.69659020140964,-34.831042758612085,"3.52","1.63",,,,"85.9",1290,"7",778076,669221,621566,645277,663586,669397,657077,671739,642201,"53.49",,,,,,,,1,4,"Split-Finger",0,0,0,0,0,0,0,0,"Infield shade","Standard",258,"0","0","66.9","7.6",,"0",,0,0,"0.5","0.5",25,30,25,31,1,0,6,1,5,1,"3.4","0.37","-0.37","38.7",5.254830597409122,5.274557102669306,28.977379222411205,49.566981214383375,18.930834501672923
"FS","2025-05-03","86.6","-2.17","5.37","Ohtani, Shohei",660271,680885,,"foul",,,,,8,"Shohei Ohtani singles on a line drive to center fielder Michael Harris II.","R","L","R","ATL","LAD","S",,,0,2,2025,"-0.46","0.34","-0.1","1.68",,,,0,1,"Top",,,,,,,5.959714784426274,-126.0524508383372,-3.3611422703686484,-6.035855163407336,24.50470678287951,-28.072456175039505,"3.52","1.63",50,"36.9",36,"88.1",1265,"7.1",778076,669221,621566,645277,663586,669397,657077,671739,642201,"53.41",,,,,,,,1,3,"Split-Finger",0,0,0,0,0,0,0,0,"Infield shade","Standard",258,"0","0","65.7","8.8",,"0","88.0",0,0,"0.5","0.5",25,30,25,31,1,0,6,1,5,1,"2.69","0.46","-0.46","33.4",15.736407096038983,-14.879798560918156,39.22540592516396,41.38988058089771,31.345379979563635
"FC","2025-05-03","94.4","-2.25","5.52","Ohtani, Shohei",660271,680885,,"foul",,,,,1,"Shohei Ohtani singles on a line drive to center fielder Michael Harris II.","R","L","R","ATL","LAD","S",,,0,1,2025,"0.1","0.87","-0.46","3.29",,,,0,1,"Top",,,,,,,4.504169664783616,-137.57983836659858,-2.1269558854977477,0.2916243947149121,28.193158413695162,-20.870323396013774,"3.52","1.63",,,,"95.7",2342,"6.8",778076,669221,621566,645277,663586,669397,657077,671739,642201,"53.71",,,,,,,,1,2,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",191,"0","-0.054","75.0","6.8",,"0.054",,0,0,"0.5","0.5",25,30,25,31,1,0,6,1,5,1,"1.67","-0.1","0.1","33.8",-1.261378144285947,30.323811658710987,27.705103773153613,42.98064511449424,6.3261972513267715
"FF","2025-05-03","97.3","-2.2","5.59","Ohtani, Shohei",660271,680885,,"called_strike",,,,,9,"Shohei Ohtani singles on a line drive to center fielder Michael Harris II.","R","L","R","ATL","LAD","S",,,0,0,2025,"-0.53","1.19","0.41","1.97",,,,0,1,"Top",,,,,,,8.283809041309658,-141.4204088124593,-6.979090203144978,-9.023660879270986,32.21474006010317,-14.769341635104176,"3.7","1.64",,,,"98.3",2139,"6.9",778076,669221,621566,645277,663586,669397,657077,671739,642201,"53.59",,,,,,,,1,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",218,"0","-0.037",,,,"0.037",,0,0,"0.5","0.5",25,30,25,31,1,0,6,1,5,1,"1.22","0.53","-0.53","35.5",,,,,
"FC","2025-05-02","91.4","-2.49","5.88","Ohtani, Shohei",660271,656550,"field_out","hit_into_play",,,,,6,"Shohei Ohtani grounds out, second baseman Ozzie Albies to first baseman Matt Olson.","R","L","R","ATL","LAD","X",4,"ground_ball",0,0,2025,"-0.01","0.74","0.35","2.46",,,,0,6,"Top",143.41,147.41,,,,,7.144682534578859,-132.99169806546607,-4.351953090531897,-1.4669787245374546,25.057964092381585,-22.704304554340066,"3.52","1.63",110,"110.8",6,"91.2",2507,"5.9",778092,669221,621566,645277,663586,669397,657077,671739,642201,"54.59",0.703,0.667,"0",1,0,0,4,36,1,"Cutter",0,1,1,0,1,0,1,0,"Infield shade","Standard",214,"0.024","-0.254","78.5","7.9",0.833,"0.254","110.8",-1,1,"0.333","0.667",29,30,29,31,3,2,6,2,5,1,"1.97","0.01","-0.01","34.8",13.507007563103324,2.5182619193712124,37.03432140926448,34.1908063832114,23.683205667629778
"SL","2025-05-02","85.2","-2.31","5.73","Ohtani, Shohei",660271,656550,"strikeout","swinging_strike",,,,,14,"Shohei Ohtani strikes out swinging.","R","L","R","ATL","LAD","S",2,,2,2,2025,"0.41","-0.1","1.27","1.68",,,,0,4,"Top",,,,,,,7.570007308378148,-123.93621792738959,-3.073827625523977,2.9743411648492764,21.788660366427866,-32.88337750887495,"3.52","1.63",,,,"85.4",2801,"6.2",778092,669221,621566,645277,663586,669397,657077,671739,642201,"54.31",,0,"0",1,0,0,,20,5,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",37,"0.027","-0.227","79.7","9.0",,"0.227",,0,0,"0.5","0.5",29,30,29,31,2,1,6,2,5,1,"3.22","-0.41","0.41","34.1",34.99740600822354,-36.76875278008328,46.58661065160906,26.230357815390978,52.60543136099564
"FF","2025-05-02","94.8","-2.35","5.85","Ohtani, Shohei",660271,656550,,"called_strike",,,,,7,"Shohei Ohtani strikes out swinging.","R","L","R","ATL","LAD","S",,,2,1,2025,"-0.33","1.35","-0.67","1.65",,,,0,4,"Top",,,,,,,5.096328496955123,-137.85161794752668,-8.323407562513841,-5.257414377849836,28.083786115499798,-13.31753948522345,"3.36","1.42",,,,"94.7",2351,"6.1",778092,669221,621566,645277,663586,669397,657077,671739,642201,"54.44",,,,,,,,20,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",219,"0","-0.069",,,,"0.069",,0,0,"0.5","0.5",29,30,29,31,2,1,6,2,5,1,"1.17","0.33","-0.33","37.2",,,,,
"CU","2025-05-02","83.2","-2.37","5.91","Ohtani, Shohei",660271,656550,,"ball",,,,,14,"Shohei Ohtani strikes out swinging.","R","L","R","ATL","LAD","B",,,1,1,2025,"0.23","-1.1","0.37","0.64",,,,0,4,"Top",,,,,,,5.8009007413995635,-121.09095805730963,-3.4755766456671875,1.1464796163523108,23.813949304853214,-42.47946548180952,"3.41","1.47",,,,"82.8",2937,"6",778092,669221,621566,645277,663586,669397,657077,671739,642201,"54.5",,,,,,,,20,3,"Curveball",0,0,0,0,0,0,0,0,"Infield shade","Standard",33,"0","0.053",,,,"-0.053",,0,0,"0.5","0.5",29,30,29,31,2,1,6,2,5,1,"4.39","-0.23","0.23","39.0",,,,,
"FC","2025-05-02","90.9","-2.3","5.86","Ohtani, Shohei",660271,656550,,"swinging_strike",,,,,14,"Shohei Ohtani strikes out swinging.","R","L","R","ATL","LAD","S",,,1,0,2025,"0.19","0.53","1.6","2.11",,,,0,4,"Top",,,,,,,9.307475419987002,-132.2124277587616,-4.676609313803866,0.5564741063352486,24.684871292975203,-25.18362309069872,"3.52","1.63",,,,"90.8",2525,"6",778092,669221,621566,645277,663586,669397,657077,671739,642201,"54.52",,,,,,,,20,2,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",220,"0","-0.049","38.2","6.1",,"0.049",,0,0,"0.5","0.5",29,30,29,31,2,1,6,2,5,1,"2.2","-0.19","0.19","39.1",-1.7522794724087207,22.38741605106089,36.01205828445384,19.22710638232319,19.13823538611186
"SL","2025-05-02","83.4","-2.34","5.91","Ohtani, Shohei",660271,656550,,"ball",,,,,14,"Shohei Ohtani strikes out swinging.","R","L","R","ATL","LAD","B",,,0,0,2025,"0.59","-0.44","1.3","1.33",,,,0,4,"Top",,,,,,,7.215723709438147,-121.35933663831455,-3.255413081101726,4.522865440982847,22.40063006328822,-36.126085116518084,"3.36","1.38",,,,"83.5",2769,"6.2",778092,669221,621566,645277,663586,669397,657077,671739,642201,"54.29",,,,,,,,20,1,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",34,"0","0.038",,,,"-0.038",,0,0,"0.5","0.5",29,30,29,31,2,1,6,2,5,1,"3.7","-0.59","0.59","39.4",,,,,
"SL","2025-05-02","87.7","-1.73","5.93","Ohtani, Shohei",660271,678226,"field_out","hit_into_play",,,,,5,"Shohei Ohtani lines out to right fielder Eli White.","R","L","R","ATL","LAD","X",9,"line_drive",3,1,2025,"0.34","0.01","-0.04","2.3",,,621035,1,8,"Top",177.29,95.37,,,,,3.3873742201359156,-127.7660842750411,-2.7080262499634538,3.0899041166354047,24.86731665096156,-31.76348305613324,"3.52","1.63",345,"110.3",20,"87.8",2773,"6.1",778092,669221,621566,645277,663586,669397,657077,671739,642201,"54.36",0.909,1.506,"0",1,0,0,6,53,5,"Slider",1,2,2,1,2,1,2,1,"Infield shade","Standard",124,"0.028","-0.402","76.8","8.3",2.768,"0.402","110.3",-1,1,"0.245","0.755",28,30,29,31,1,3,4,2,2,1,"2.94","-0.34","0.34","37.2",15.110825464884188,-0.4486547405287825,37.34216550390777,40.45617261332576,26.235543154371975
"SL","2025-05-02","88.8","-1.53","6.06","Ohtani, Shohei",660271,678226,,"ball",,,,,11,"Shohei Ohtani lines out to right fielder Eli White.","R","L","R","ATL","LAD","B",,,2,1,2025,"0.28","0.27","-0.39","4.06",,,621035,1,8,"Top",,,,,,,2.191841731914311,-129.528300359783,0.403275261324446,2.885836375543942,20.79421602267075,-29.26869893437118,"3.44","1.53",,,,"88.9",2775,"5.7",778092,669221,621566,645277,663586,669397,657077,671739,642201,"54.77",,,,,,,,53,4,"Slider",1,2,2,1,2,1,2,1,"Infield shade","Standard",118,"0","0.112",,,,"-0.112",,-1,1,"0.245","0.755",28,30,29,31,1,3,4,2,2,1,"2.55","-0.28","0.28","41.5",,,,,
