"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"SI","2025-06-05","93.2","2.07","5.99","Ohtani, Shohei",660271,656849,"strikeout","called_strike",,,,,4,"Shohei Ohtani called out on strikes.","R","L","L","LAD","NYM","S",2,,3,2,2025,"1.08","0.61","-0.6","2.32",,,,2,7,"Bot",,,,,,,-9.407307377772074,-135.43164270351897,-5.153811923738868,15.272716451618667,26.328182316954106,-23.682495795347076,"3.5","1.67",,,,"95.3",2173,"7.4",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.15",,0,"0",1,0,0,,63,8,"Sinker",3,4,3,4,4,3,3,4,"Infield shade","Standard",151,"-0.023","-0.325",,,,"0.325",,-1,-1,"0.27","0.27",29,30,30,31,4,3,,,,,"1.99","1.08","1.08",,,,,,
"FF","2025-06-05","93.6","2.34","5.88","Ohtani, Shohei",660271,656849,,"foul",,,,,5,"Shohei Ohtani called out on strikes.","R","L","L","LAD","NYM","S",,,3,2,2025,"0.03","0.98","-0.17","2.69",,,,2,7,"Bot",,,,,,,-6.678152296768429,-136.32947780817233,-4.850254353061774,1.6374090494597435,25.724235783232576,-19.021108248193787,"3.56","1.63",223,"78.1",25,"96.1",2133,"7.3",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.15",,,,,,,,63,7,"4-Seam Fastball",3,4,3,4,4,3,3,4,"Infield shade","Standard",144,"0","0","68.0","7.3",,"0","88.0",-1,-1,"0.27","0.27",29,30,30,31,4,3,,,,,"1.58","0.03","0.03",,-3.694856763249524,20.74257717320495,32.2553082586291,44.97397830365813,10.043535097112542
"SL","2025-06-05","85.9","2.64","5.86","Ohtani, Shohei",660271,656849,,"ball",,,,,13,"Shohei Ohtani called out on strikes.","R","L","L","LAD","NYM","B",,,2,2,2025,"0.04","-0.05","-0.85","0.61",,,,2,7,"Bot",,,,,,,-8.481942560435108,-124.85948566876642,-6.259588228143105,1.7907729078184509,19.894013904423648,-31.872108005599653,"3.52","1.65",,,,"88.1",2387,"7.2",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.26",,,,,,,,63,6,"Slider",3,4,3,4,4,3,3,4,"Infield shade","Standard",314,"0","0.106",,,,"-0.106",,-1,-1,"0.27","0.27",29,30,30,31,4,3,,,,,"3.1","0.04","0.04",,,,,,
"SL","2025-06-05","86.4","2.44","5.87","Ohtani, Shohei",660271,656849,,"foul",,,,,7,"Shohei Ohtani called out on strikes.","R","L","L","LAD","NYM","S",,,2,2,2025,"-0.23","-0.07","-0.29","1.61",,,,2,7,"Bot",,,,,,,-6.122099784328044,-125.82142157765153,-3.9577732553055265,-1.5061136530501684,20.814352158209687,-32.412938211989356,"3.56","1.63",1,"69",-44,"88.4",2350,"7.1",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.39",,,,,,,,63,5,"Slider",3,4,3,4,4,3,3,4,"Infield shade","Standard",317,"0","0","69.2","8.1",,"0","88.0",-1,-1,"0.27","0.27",29,30,30,31,4,3,,,,,"3.07","-0.23","-0.23",,12.671379883145367,2.8993668327040845,37.11285864414103,45.97240326318827,23.72906648787144
"FF","2025-06-05","93.5","2.2","5.98","Ohtani, Shohei",660271,656849,,"swinging_strike",,,,,3,"Shohei Ohtani called out on strikes.","R","L","L","LAD","NYM","S",,,2,1,2025,"0.26","1.01","0.64","3.56",,,,2,7,"Bot",,,,,,,-4.695105661873232,-136.21933124753664,-2.8237291076335875,4.146919983836229,26.362883876411367,-19.125105117511815,"3.56","1.63",,,,"95.7",2206,"7.2",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.29",,,,,,,,63,4,"4-Seam Fastball",3,4,3,4,4,3,3,4,"Infield shade","Standard",149,"0","-0.084","76.8","6.8",,"0.084",,-1,-1,"0.27","0.27",29,30,30,31,4,3,,,,,"1.57","0.26","0.26",,8.117817715375594,16.476098267283913,32.61833994458212,34.411684091477824,16.7220954341567
"SL","2025-06-05","85.4","2.59","5.89","Ohtani, Shohei",660271,656849,,"ball",,,,,13,"Shohei Ohtani called out on strikes.","R","L","L","LAD","NYM","B",,,1,1,2025,"-0.1","-0.4","-0.24","0.85",,,,2,7,"Bot",,,,,,,-6.565825848323977,-124.3051845847415,-4.889825873418976,0.16830672056802143,22.85064072732407,-35.6502275814597,"3.51","1.65",,,,"87",2354,"7.1",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.37",,,,,,,,63,3,"Slider",3,4,3,4,4,3,3,4,"Infield shade","Standard",317,"0","0.058",,,,"-0.058",,-1,-1,"0.27","0.27",29,30,30,31,4,3,,,,,"3.51","-0.1","-0.1",,,,,,
"SL","2025-06-05","87.1","2.46","5.89","Ohtani, Shohei",660271,656849,,"ball",,,,,13,"Shohei Ohtani called out on strikes.","R","L","L","LAD","NYM","B",,,0,1,2025,"-0.08","0.28","-1.16","0.73",,,,2,7,"Bot",,,,,,,-8.6448171255421,-126.53803948850178,-6.950052295595909,0.6532584558876124,22.127003237204903,-28.08443639862005,"3.51","1.63",,,,"88.8",2297,"7.1",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.37",,,,,,,,63,2,"Slider",3,4,3,4,4,3,3,4,"Infield shade","Standard",358,"0","0.029",,,,"-0.029",,-1,-1,"0.27","0.27",29,30,30,31,4,3,,,,,"2.7","-0.08","-0.08",,,,,,
"SL","2025-06-05","86","2.28","5.95","Ohtani, Shohei",660271,656849,,"called_strike",,,,,7,"Shohei Ohtani called out on strikes.","R","L","L","LAD","NYM","S",,,0,0,2025,"-0.18","0.24","-0.6","2.15",,,,2,7,"Bot",,,,,,,-6.577517722952622,-125.27387617462153,-3.4422096531704653,-0.8526507928973903,19.831545607897237,-29.168136319278766,"3.5","1.67",,,,"88.2",2285,"7.1",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.36",,,,,,,,63,1,"Slider",3,4,3,4,4,3,3,4,"Infield shade","Standard",303,"0","-0.041",,,,"0.041",,-1,-1,"0.27","0.27",29,30,30,31,4,3,,,,,"2.78","-0.18","-0.18",,,,,,
"SI","2025-06-05","92.5","2.32","6.1","Ohtani, Shohei",660271,656849,"single","hit_into_play",,,,,14,"Shohei Ohtani singles on a sharp ground ball to right fielder Juan Soto.","R","L","L","LAD","NYM","X",9,"ground_ball",0,0,2025,"1.05","0.7","0.84","1.92",,,,1,5,"Bot",178.33,120.2,,,,,-6.15229170399901,-134.46753732030834,-6.4536117603672265,14.058996683326487,29.676706815932878,-22.423978484607247,"3.56","1.63",9,"102",-11,"93.8",2004,"7.1",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.36",0.209,0.207,"0.9",1,1,0,2,47,1,"Sinker",3,4,3,4,4,3,3,4,"Infield shade","Standard",146,"0.039","0.422","73.9","7.7",0.21,"-0.422","102.0",-1,-1,"0.373","0.373",29,30,30,31,3,2,,,,,"1.97","1.05","1.05",,9.240943613455276,7.251824215233319,43.85415860243675,31.621778913471694,26.844648164840365
"SI","2025-06-05","91.3","2.38","6.01","Ohtani, Shohei",660271,656849,"single","hit_into_play",,,,,14,"Shohei Ohtani singles on a ground ball to center fielder Tyrone Taylor. Miguel Rojas to 3rd.","R","L","L","LAD","NYM","X",8,"ground_ball",1,0,2025,"1.17","0.53","1.28","2.07",,,500743,1,3,"Bot",137.25,128.82,,,,,-5.369316806566003,-132.73820465996215,-5.190083393208319,15.015041145620614,30.455279341604214,-24.924293253149546,"3.56","1.63",6,"86.9",-19,"92.2",2070,"7.1",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.44",0.086,0.081,"0.9",1,1,0,2,27,2,"Sinker",0,4,0,4,4,0,0,4,"Infield shade","Standard",150,"0.049","0.369","70.9","7.0",0.087,"-0.369","88.0",-4,-4,"0.154","0.154",29,30,30,31,2,1,,,,,"2.22","1.17","1.17",,-7.114417803987949,16.842031405734954,46.081255287279205,25.502900809721805,16.84467988098224
"SL","2025-06-05","85.4","2.42","5.91","Ohtani, Shohei",660271,656849,,"ball",,,,,13,"Shohei Ohtani singles on a ground ball to center fielder Tyrone Taylor. Miguel Rojas to 3rd.","R","L","L","LAD","NYM","B",,,0,0,2025,"-0.04","0.12","-1.39","0.92",,,500743,1,3,"Bot",,,,,,,-8.992652643732844,-124.05692948080117,-5.749395951236762,1.3624429378585354,25.148185522451772,-29.90098574087069,"3.58","1.68",,,,"86.4",2224,"7",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.47",,,,,,,,27,1,"Slider",0,4,0,4,4,0,0,4,"Infield shade","Standard",272,"0","0.036",,,,"-0.036",,-4,-4,"0.154","0.154",29,30,30,31,2,1,,,,,"3.02","-0.04","-0.04",,,,,,
"SL","2025-06-05","84.7","2.09","6.06","Ohtani, Shohei",660271,656849,"strikeout","swinging_strike",,,,,7,"Shohei Ohtani strikes out swinging.","R","L","L","LAD","NYM","S",2,,3,2,2025,"-0.47","-0.19","-0.44","1.89",,,,0,1,"Bot",,,,,,,-5.030119940316709,-123.33904737115513,-3.090245534041297,-3.907062436195856,22.543642517748935,-33.760952018612045,"3.56","1.63",,,,"86.1",2324,"7",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.52",,0,"0",1,0,0,,4,7,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",289,"-0.021","-0.333","76.4","8.6",,"0.333",,0,0,"0.547","0.547",29,30,30,31,1,0,,,,,"3.34","-0.47","-0.47",,19.397378380273782,-12.638009835817519,34.61621148197817,46.663840184340394,33.04662741460652
"SI","2025-06-05","91.6","2.05","6.14","Ohtani, Shohei",660271,656849,,"foul",,,,,6,"Shohei Ohtani strikes out swinging.","R","L","L","LAD","NYM","S",,,3,2,2025,"1.24","0.52","0.6","2.84",,,,0,1,"Bot",,,,,,,-6.4320824276222845,-133.12349796389717,-3.5571203705780574,16.1448090344169,32.500180370776164,-25.425483962083085,"3.56","1.63",4,"67.9",-36,"92.3",2205,"7.1",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.41",,,,,,,,4,6,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",152,"0","0","76.8","7.3",,"0","88.0",0,0,"0.547","0.547",29,30,30,31,1,0,,,,,"2.24","1.24","1.24",,11.508212074470212,7.8867341301263245,32.77049016866854,34.46884925576312,22.97311296053169
"SL","2025-06-05","86.1","2.21","5.99","Ohtani, Shohei",660271,656849,,"ball",,,,,13,"Shohei Ohtani strikes out swinging.","R","L","L","LAD","NYM","B",,,2,2,2025,"-0.22","0.18","-2.03","-0.35",,,,0,1,"Bot",,,,,,,-9.766427174945312,-124.89256218502412,-9.348441402308604,-0.5307593943926049,22.250193394075872,-28.672689939137925,"3.55","1.66",,,,"87.7",2338,"7.2",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.26",,,,,,,,4,5,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",117,"0","0.107",,,,"-0.107",,0,0,"0.547","0.547",29,30,30,31,1,0,,,,,"2.88","-0.22","-0.22",,,,,,
"SL","2025-06-05","86.1","2.23","6.07","Ohtani, Shohei",660271,656849,,"swinging_strike",,,,,13,"Shohei Ohtani strikes out swinging.","R","L","L","LAD","NYM","S",,,2,1,2025,"-0.2","0.24","-0.22","0.98",,,,0,1,"Bot",,,,,,,-5.485031740200144,-125.292410400993,-6.446555235882372,-1.1184698805365925,22.31840083783929,-28.67833093818937,"3.56","1.63",,,,"87.6",2325,"7",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.54",,,,,,,,4,4,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",174,"0","-0.069","77.6","8.6",,"0.069",,0,0,"0.547","0.547",29,30,30,31,1,0,,,,,"2.81","-0.2","-0.2",,26.69880592011062,-15.881257632629842,43.1453514581929,43.83406220990505,46.10100761220543
"SL","2025-06-05","85.4","2.39","5.98","Ohtani, Shohei",660271,656849,,"ball",,,,,13,"Shohei Ohtani strikes out swinging.","R","L","L","LAD","NYM","B",,,1,1,2025,"-0.14","0.26","-0.21","0.89",,,,0,1,"Bot",,,,,,,-5.927469330780854,-124.26438759250298,-6.388740852330573,-0.46292783272852434,20.083717434469865,-28.56842044870985,"3.53","1.63",,,,"87.1",2242,"7",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.54",,,,,,,,4,3,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",151,"0","0.053",,,,"-0.053",,0,0,"0.547","0.547",29,30,30,31,1,0,,,,,"2.82","-0.14","-0.14",,,,,,
"SI","2025-06-05","90","2.08","6.21","Ohtani, Shohei",660271,656849,,"called_strike",,,,,13,"Shohei Ohtani strikes out swinging.","R","L","L","LAD","NYM","S",,,1,0,2025,"0.92","0.52","-0.51","1.49",,,,0,1,"Bot",,,,,,,-8.46904146173706,-130.73084131814954,-6.963087965444116,12.29090001528291,25.63804893757092,-24.91770585149418,"3.57","1.68",,,,"91.3",2130,"7",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.49",,,,,,,,4,2,"Sinker",0,0,0,0,0,0,0,0,"Infield shade","Standard",143,"0","-0.049",,,,"0.049",,0,0,"0.547","0.547",29,30,30,31,1,0,,,,,"2.29","0.92","0.92",,,,,,
"FF","2025-06-05","91.8","2.36","6.17","Ohtani, Shohei",660271,656849,,"ball",,,,,13,"Shohei Ohtani strikes out swinging.","R","L","L","LAD","NYM","B",,,0,0,2025,"0.4","1.31","-0.28","1.57",,,,0,1,"Bot",,,,,,,-7.661233317524187,-133.31739354775678,-8.757609782182929,6.358951042505415,26.223367745614656,-14.870956593826385,"3.52","1.7",,,,"93.2",2198,"7",777631,682626,624413,643446,683146,682668,607043,621438,665742,"53.46",,,,,,,,4,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",142,"0","0.038",,,,"-0.038",,0,0,"0.547","0.547",29,30,30,31,1,0,,,,,"1.39","0.4","0.4",,,,,,
"CH","2025-06-04","90.5","-1.08","5.7","Ohtani, Shohei",660271,656288,"strikeout","called_strike",,,,,9,"Shohei Ohtani called out on strikes.","R","L","R","LAD","NYM","S",2,,3,2,2025,"-1.25","0.36","0.54","2.15",,,687221,2,5,"Bot",,,,,,,6.659492965083258,-131.67336491965173,-3.6935365166305973,-15.953309535676675,26.07327766252835,-27.420614962419815,"3.72","1.81",,,,"90",1658,"5.8",777638,620443,624413,683146,677595,596019,607043,643446,665742,"54.68",,0,"0",1,0,0,,41,6,"Changeup",0,3,0,3,3,0,0,3,"Infield shade","Standard",241,"-0.024","-0.319",,,,"0.319",,-3,-3,"0.152","0.152",29,30,29,31,3,2,7,1,,,"2.41","1.25","-1.25","39.8",,,,,
"SL","2025-06-04","87.3","-1.2","5.76","Ohtani, Shohei",660271,656288,,"called_strike",,,,,13,"Shohei Ohtani called out on strikes.","R","L","R","LAD","NYM","S",,,3,1,2025,"0.08","-0.35","-0.85","2.27",,,687221,2,5,"Bot",,,,,,,0.6836815981214467,-127.19555757913936,-1.5490378789068284,0.7582021469921106,24.876877733380645,-35.932283591699225,"3.66","1.76",,,,"86.8",2689,"5.8",777638,620443,624413,683146,677595,596019,607043,643446,665742,"54.73",,,,,,,,41,5,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",14,"0","-0.065",,,,"0.065",,-3,-3,"0.152","0.152",29,30,29,31,3,2,7,1,,,"3.33","-0.08","0.08","42.3",,,,,
"SL","2025-06-04","86.8","-1.14","5.8","Ohtani, Shohei",660271,656288,,"ball",,,,,11,"Shohei Ohtani called out on strikes.","R","L","R","LAD","NYM","B",,,2,1,2025,"0.38","-0.27","-1.27","3.35",,,687221,2,5,"Bot",,,,,,,-1.0753496345250615,-126.47666788327675,0.8336843742772992,4.281893623702548,24.785400970091395,-35.41067820225576,"3.67","1.76",,,,"86.3",2692,"5.8",777638,620443,624413,683146,677595,596019,607043,643446,665742,"54.7",,,,,,,,41,4,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",43,"0","0.078",,,,"-0.078",,-3,-3,"0.152","0.152",29,30,29,31,3,2,7,1,,,"3.27","-0.38","0.38","43.0",,,,,
"SL","2025-06-04","87.2","-1.03","5.94","Ohtani, Shohei",660271,656288,,"ball",,,,,11,"Shohei Ohtani called out on strikes.","R","L","R","LAD","NYM","B",,,1,1,2025,"0.26","-0.39","-1.65","4.71",,,687221,2,5,"Bot",,,,,,,-1.9834792761745208,-126.90335148131302,3.914667738286619,3.2203923054314356,25.158474354120575,-37.42813104147722,"3.63","1.79",,,,"86.1",2644,"5.5",777638,620443,624413,683146,677595,596019,607043,643446,665742,"54.96",,,,,,,,41,3,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",44,"0","0.05",,,,"-0.05",,-3,-3,"0.152","0.152",29,30,29,31,3,2,7,1,,,"3.38","-0.26","0.26","49.0",,,,,
"SL","2025-06-04","88.9","-0.94","5.8","Ohtani, Shohei",660271,656288,,"blocked_ball",,,,,14,"Shohei Ohtani called out on strikes.","R","L","R","LAD","NYM","B",,,0,1,2025,"-0.26","-0.16","0.66","0.22",,,687221,2,5,"Bot",,,,,,,4.443313066716107,-129.34887046840817,-7.196984053936699,-3.917380939529692,27.65638390001571,-32.68053791155405,"3.64","1.78",,,,"87.9",2637,"5.7",777638,620443,624413,683146,677595,596019,607043,643446,665742,"54.76",,,,,,,,41,2,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",347,"0","0.032",,,,"-0.032",,-3,-3,"0.152","0.152",29,30,29,31,3,2,7,1,,,"3.05","0.26","-0.26","46.0",,,,,
"SL","2025-06-04","89","-1.14","5.86","Ohtani, Shohei",660271,656288,,"swinging_strike",,,,,8,"Shohei Ohtani called out on strikes.","R","L","R","LAD","NYM","S",,,0,0,2025,"-0.12","-0.47","0.13","1.74",,,687221,2,5,"Bot",,,,,,,3.3538734456002826,-129.64455274638044,-3.0838951332727587,-2.0983432496377317,27.56650483904761,-37.03472900890406,"3.54","1.6",,,,"87.9",2602,"5.6",777638,620443,624413,683146,677595,596019,607043,643446,665742,"54.89",,,,,,,,41,1,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",7,"0","-0.047","79.3","8.7",,"0.047",,-3,-3,"0.152","0.152",29,30,29,31,3,2,7,1,,,"3.35","0.12","-0.12","44.1",23.77821065852234,-15.841562508119871,41.2405106077364,38.28696550335568,35.42189625296244
"FF","2025-06-04","94.4","-1.05","5.74","Ohtani, Shohei",660271,656288,"single","hit_into_play",,,,,3,"Shohei Ohtani singles on a sharp line drive to right fielder Juan Soto.","R","L","R","LAD","NYM","X",9,"line_drive",0,0,2025,"-0.67","1.29","0.63","3.64",,,,2,3,"Bot",181.47,114.27,,,,,5.83225710111509,-137.4958751601516,-2.704433781828591,-9.785606883066455,27.969056358270407,-15.370621130291221,"3.54","1.6",197,"106.9",13,"94.3",2174,"6",777638,620443,624413,683146,677595,596019,607043,643446,665742,"54.52",0.869,0.883,"0.9",1,1,0,5,24,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",216,"0.013","0.333","77.5","7.0",1.2,"-0.333","106.9",-3,-3,"0.185","0.185",29,30,29,31,2,1,7,1,,,"1.25","0.67","-0.67","46.6",14.573976416194043,3.2339861923786923,28.44785023261072,32.10963485110557,28.93111184101478
"SL","2025-06-04","83.5","3.42","5.87","Ohtani, Shohei",660271,620454,"single","hit_into_play",,,,,5,"Shohei Ohtani singles on a sharp ground ball to right fielder Juan Soto.","R","L","L","LAD","NYM","X",9,"ground_ball",3,2,2025,"-0.43","-0.34","0.18","2.93",,,,0,8,"Bot",173.08,126.34,,,,,-6.602585220268519,-121.60057748754514,0.29124555552310794,-3.0819542953462427,22.195888794407622,-35.81651132982702,"3.54","1.6",26,"105.6",-5,"83.7",2572,"6.2",777638,620443,624413,682668,683146,596019,607043,621438,665742,"54.27",0.363,0.352,"0.9",1,1,0,2,62,6,"Slider",0,6,0,6,6,0,0,6,"Infield shade","Standard",301,"0.007","0.369","78.7","7.7",0.394,"-0.369","105.6",-6,-6,"0.009","0.009",29,30,29,31,1,3,2,1,,,"3.58","-0.43","-0.43","35.5",13.9106731470683,-1.3231846511359375,32.303480986631904,39.62593298395421,30.124160263332943
"SI","2025-06-04","92.4","3.16","6.03","Ohtani, Shohei",660271,620454,,"ball",,,,,12,"Shohei Ohtani singles on a sharp ground ball to right fielder Juan Soto.","R","L","L","LAD","NYM","B",,,2,2,2025,"0.72","0.54","0.54","4.6",,,,0,8,"Bot",,,,,,,-8.228791842370125,-134.34891851332813,0.9730055915548447,10.488843685154267,27.389478079022958,-26.007083778555756,"3.56","1.66",,,,"92.6",2130,"6.3",777638,620443,624413,682668,683146,596019,607043,621438,665742,"54.19",,,,,,,,62,5,"Sinker",0,6,0,6,6,0,0,6,"Infield shade","Standard",149,"0","0.107",,,,"-0.107",,-6,-6,"0.009","0.009",29,30,29,31,1,3,2,1,,,"2.12","0.72","0.72","38.8",,,,,
"SL","2025-06-04","83.7","3.21","5.9","Ohtani, Shohei",660271,620454,,"ball",,,,,13,"Shohei Ohtani singles on a sharp ground ball to right fielder Juan Soto.","R","L","L","LAD","NYM","B",,,1,2,2025,"-0.34","-0.42","-0.97","-0.5",,,,0,8,"Bot",,,,,,,-8.9270730222119,-121.42742948021372,-7.397978809991337,-1.4426088342083352,25.897249136340246,-34.862841033937435,"3.63","1.67",,,,"83",2527,"6.2",777638,620443,624413,682668,683146,596019,607043,621438,665742,"54.31",,,,,,,,62,4,"Slider",0,6,0,6,6,0,0,6,"Infield shade","Standard",298,"0","0.04",,,,"-0.04",,-6,-6,"0.009","0.009",29,30,29,31,1,3,2,1,,,"3.71","-0.34","-0.34","42.4",,,,,
"SL","2025-06-04","80.9","3.29","5.92","Ohtani, Shohei",660271,620454,,"swinging_strike",,,,,13,"Shohei Ohtani singles on a sharp ground ball to right fielder Juan Soto.","R","L","L","LAD","NYM","S",,,1,1,2025,"-0.56","-0.24","-0.69","1.46",,,,0,8,"Bot",,,,,,,-7.757700910096933,-117.5968902638028,-2.7838158653285423,-3.6357052452249636,23.925223152342515,-34.06969197892221,"3.54","1.6",,,,"80.4",2499,"6.2",777638,620443,624413,682668,683146,596019,607043,621438,665742,"54.35",,,,,,,,62,3,"Slider",0,6,0,6,6,0,0,6,"Infield shade","Standard",306,"0","-0.056","64.8","9.1",,"0.056",,-6,-6,"0.009","0.009",29,30,29,31,1,3,2,1,,,"3.75","-0.56","-0.56","38.0",27.0264597947616,-27.789552201794933,36.00776843504059,49.965383829194025,39.94174240059544
"SL","2025-06-04","82.8","3.34","5.87","Ohtani, Shohei",660271,620454,,"ball",,,,,14,"Shohei Ohtani singles on a sharp ground ball to right fielder Juan Soto.","R","L","L","LAD","NYM","B",,,0,1,2025,"-0.35","-0.32","0.04","0.45",,,,0,8,"Bot",,,,,,,-6.821146359215696,-120.42095715652181,-5.257349134674756,-2.1122750654829714,22.591825356759735,-34.49115625772042,"3.63","1.68",,,,"82.6",2439,"6.1",777638,620443,624413,682668,683146,596019,607043,621438,665742,"54.41",,,,,,,,62,2,"Slider",0,6,0,6,6,0,0,6,"Infield shade","Standard",303,"0","0.025",,,,"-0.025",,-6,-6,"0.009","0.009",29,30,29,31,1,3,2,1,,,"3.64","-0.35","-0.35","34.8",,,,,
"SI","2025-06-04","90.8","3.07","6.18","Ohtani, Shohei",660271,620454,,"called_strike",,,,,2,"Shohei Ohtani singles on a sharp ground ball to right fielder Juan Soto.","R","L","L","LAD","NYM","S",,,0,0,2025,"1.06","0.64","-0.2","3.15",,,,0,8,"Bot",,,,,,,-10.396965185891919,-131.88785338531497,-3.01375315084483,14.591789473828563,27.184821345136893,-24.237518575432468,"3.68","1.71",,,,"90.5",2011,"6.1",777638,620443,624413,682668,683146,596019,607043,621438,665742,"54.38",,,,,,,,62,1,"Sinker",0,6,0,6,6,0,0,6,"Infield shade","Standard",143,"0","-0.037",,,,"0.037",,-6,-6,"0.009","0.009",29,30,29,31,1,3,2,1,,,"2.13","1.06","1.06","41.0",,,,,
"CH","2025-06-04","91.1","-1.32","5.73","Ohtani, Shohei",660271,656288,"field_out","hit_into_play",,,,,4,"Shohei Ohtani flies out sharply to center fielder Jeff McNeil.","R","L","R","LAD","NYM","X",8,"fly_ball",2,1,2025,"-1.3","0.43","-0.49","2.76",,,,0,1,"Bot",122.17,65.58,,,,,4.787064405676517,-132.6717593368348,-2.533982437600465,-16.337268248653594,26.27908732299338,-26.730631036851623,"3.54","1.6",331,"104.4",47,"90.1",1565,"5.5",777638,620443,624413,683146,677595,596019,607043,643446,665742,"55.03",0.069,0.125,"0",1,0,0,3,7,4,"Changeup",0,3,0,3,3,0,0,3,"Infield shade","Standard",241,"-0.02","-0.296","73.5","8.2",0.234,"0.296","104.4",-3,-3,"0.255","0.255",29,30,29,31,1,0,7,1,,,"2.29","1.3","-1.3","40.0",20.869445005541984,0.5507293525602105,36.18096306047056,45.13862869295009,27.619843099423246
"FF","2025-06-04","95.9","-1.28","5.67","Ohtani, Shohei",660271,656288,,"called_strike",,,,,7,"Shohei Ohtani flies out sharply to center fielder Jeff McNeil.","R","L","R","LAD","NYM","S",,,2,0,2025,"-0.86","1.19","-0.67","1.85",,,,0,1,"Bot",,,,,,,3.5260142538423,-139.45848103498034,-7.106946582003798,-12.0677303442628,32.16646037239529,-15.177189487757776,"3.65","1.66",,,,"95.1",2175,"5.9",777638,620443,624413,683146,677595,596019,607043,643446,665742,"54.57",,,,,,,,7,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",226,"0","-0.065",,,,"0.065",,-3,-3,"0.255","0.255",29,30,29,31,1,0,7,1,,,"1.29","0.86","-0.86","39.1",,,,,
